,sentence,label
695, hopelijk zitten er nog geen gaatjes <in de> [/] in de bal. ,1
696, maar als dat wel gaat dan [/] dan koopt de ridder voor hem een ,1
697, nieuwe. ,1
698, de ridder die heeft (he)m dr [ er] uit. ,1
699, gelukkig zitten dr [ er] geen gaatjes in. ,1
700, maar hij is wel lek. ,1
701, omdat al z(ij)n lucht er is uitgelope(n) in de zee. ,1
702, en dr [ er] is water ingekomen. ,1
703, de piraat hoeft niet meer te huilen. ,1
704, nu is de piraat heel gelukkig. ,1
705, de piraat die heeft z(ij)n bal weer terug. ,1
706, hij houdt (h)em vast. ,1
707, en hij is voor altijd blij. ,1
708, <er was (ee)ns een heel mooi> [/] er was (ee)ns een heel mooi ,1
709, ballerinaatje. ,1
710, ze had een gieter in haar hand. ,1
711, en de lucht was helemaal blauw. ,1
712, ze gaat de bloemen water geven. ,1
713, maar die zijn heel roze. ,1
714, want ze is zelf ook heel mooi roze. ,1
715, want daarom heet ze ook een ballerina. ,1
716, <nu laat ze> [/] nu laat ze haar gieter vol lope(n). ,1
717, <op haar teentjes kruipt ze naar de> [//] op haar teentjes da(nst) ,1
718, [/] danst ze naar [/] <naar d(e)> [/] naar de kraan toe. ,1
719, ze laat (he)m open stromen. ,1
720, hij [//] ze heeft (he)m per ongeluk open laten str(omen) [/] ,1
721, stromen. ,1
722, nu loopt het naar binnen toe. ,1
723, nu krijgt ze straf. ,1
724, gelukkig komt de verpleegster dr [ er] aan. ,1
725,ntje die is te klein. ,1
726, dus de verpleegster die gaat de bloemen weer heel make(n). ,1
734, ik bedoel ballerina. ,1
735,%com ballerina is een verbetering voor elfje ,1
736, en nu is die weer beter. ,1
737, nu geeft de [/] nu geeft de zuster (he)m weer aan de ballerina. ,1
738, de ballerina is heel blij. ,1
739, nu doet ze (he)m in haar haar. ,1
740, ze zijn voor altijd heel gelukkig (.) samen. ,1
741, de balletmeisje giet. ,1
742, de balletmeid gaat naar de kraan om wat water dr [ er] in te doen. ,1
743, (he)t balletmeisje gaat gieten op de bloemen. ,1
744, toen kwam de balleersmeid. ,1
745, ze ging een bloem plukken. ,1
746, die geeft ze aan de balletmeisje. ,1
747, die ging ze in haar haar doen. ,1
748, een piraat heeft een bal in zijn hand. ,1
749, hij schopt (he)m. ,1
750, (..) hij was in de water. ,1
751, hij was heel verdrietig. ,1
752, toen kwam de ridder. ,1
753, de ridder heeft een net. ,1
754, die haalt (he)m bijna druit [ er uit]. ,1
755, hij haalt (he)m druit [ er uit]. ,1
756, toen was de piraat weer gelukkig. ,1
757, de prinses ging &ehn ijsje kope(n). ,1
758, ze slikte. ,1
759, ze geeft (he)m aan de (.) heks. ,1
760, toen was ze blij. ,1
761, toen ging ze slikken. ,1
762, toen ging ze nog een keern ijsje kopen. ,1
763, de indiaan wijste [ wees] naar een appel. ,1
764, die ui [//] indliaan ging op de rots staan. ,1
765, en die pakte die appel. ,1
766, hij valte [ viel]. ,1
767, toen kwam de [/] de cowboy aan met de ladder. ,1
768, toen haalde die [ hij] (he)m [//] een appel eruit voor de indiaan. ,1
769, toen geefde [ gaf] die &ehm indliaan. ,1
770, hij was blij. ,1
771, een indiaan loopt naar een appelboom. ,1
772, hij probeert appels te plukken. ,1
773, maar kan er net niet bij. ,1
774, hij valt v(an) [//] uit de boom. ,1
775, en de cowboy komt eraan met een ladder. ,1
776, de cowboy plukt alle appels met een ladder. ,1
777, &ehm de cowboy geeft appel aan de indiaan. ,1
778, de indiaan heeft een appel. ,1
779, en trekt een heel gek gezicht. ,1
780, de prinses loopt naar de ijsjeswinkel. ,1
781, ze koopt een ijsje. ,1
782, en loopt ermee over straat. ,1
783, ze geeft het ijsje aan de heks. ,1
784, de heks pakt (he)t ijsje aan. ,1
785, en [/] en eet (he)m zelf op. ,1
786, nou hier eet ie [ hij] (he)m op. ,1
787, dat is de [//] die heks. ,1
788, die eet (he)t ijsje op. ,1
789, <die koo(pt)> [/] die koopt nog een nieuw ijsje. ,1
790, die prinses. ,1
791, de piraat heeft een voetbal. ,1
792, hij schopt de voetbal in zee. ,1
793, de voe(tbal) [/] voetbal ligt in zee. ,1
794, de piraat moet huilen. ,1
795, dr [ er] komt een ridder aan. ,1
796, de ridder heeft z(ij)n schepnet bij zich. ,1
797, de ridder pakt met (he)t schepnet de voetbal uit het water. ,1
798, de piraat heeft de bal terug. ,1
799, een ballerina loop(t) over straat (.) met een gieter. ,1
800, ze vult de gieter met water. ,1
801, ze [/] ze giet het water over de bloemen. ,1
802, dr [ er] komt een verpleegster aan. ,1
803, de verpleegster plukt een bloem. ,1
804, de verpleegster geeft de bl(oem) [/] bloem aan de ballerina. ,1
805, &eh de ballerina zet de bloem op haar hoofd. ,1
806, de indiaan loopt n(aar) [/] naar de appelboom. ,1
807, hij staat om een steen. ,1
808, en probeert een appel te plukke(n). ,1
809, de (.) indiaan valt van de steen. ,1
810, daar komt een cowboy aan met een ladder. ,1
811, de cowboy zet de ladder tegen de boom aan. ,1
812, en [/] en klimt op de ladder. ,1
813, en plukt een appel. ,1
814, <hij g(eeft)> [//] de cowboy geeft de appel aan de indiaan. ,1
815, de indiaan lacht. ,1
816, en heeft een appel in z(ij)n hand. ,1
817, een prinses loopt naar een ijskraam. ,1
818, de prinses heeft een ijsje in haar hand met een blauw wit geel ,1
819, bolletje. ,1
820, daar komt de heks aan. ,1
821, de prinses geeft het ijsje aan de heks. ,1
822, de prinses lacht. ,1
823, en (.) de heks ook. ,1
824, de heks doet haar ogen dicht. ,1
825, en likt aan (he)t ijsje. ,1
826, het prinses heeftn euro in haar hand. ,1
827, en loopt weer naar de ijskraam. ,1
828, dat kan ik echt zien! ,1
829, dat is eenn euro. ,1
830, de piraat heeft een bal in zijn hand. ,1
831, hij schopt met zijn houten been tegen de bal aan. ,1
832, want als ie [ hij] met die andere been schopt dat doet pijn. ,1
833, daar komt de ridder aan. ,1
834, en de piraat huilt. ,1
835, want zijn bal die ligt <in (he)t wat(er)> [//] in [/] in de water. ,1
836, de ridder helpt (.) de piraat. ,1
837, en hij heeft een net in zijn hand. ,1
838, en hij gaat de bal dr [ er] uit vissen. ,1
839, de bal zit in (he)t net. ,1
840, en geeft (he)m aan de piraat. ,1
841, nu lacht de piraat. ,1
842, en heeft zijn bal weer terug. ,1
843, &oh die is leuk. ,1
844, &ehm een meisje die heeft kleren aan. ,1
845, hele mooie. ,1
846, en die heeft een gieter in de hand. ,1
847, het meisje die gaat de gieter vullen met water uit de kraan. ,1
848, het meisje <giet de> [//] (..) giet de bloemen water. ,1
849, en daar komt de zuster aan. ,1
850, de zuster pluktn bloem. ,1
851, en ze geeft de bloem aan (he)t meisje. ,1
852, en (he)t meisje steekt de bloem in haar haar. ,1
853, ik zie een danseres met een gieter in de hande(n). ,1
854, ze doet er wat water in bij de kraan. ,1
855, dan [/] <dan &eh doet ze (he)t water> [//] dan gooit ze wat &eh ,1
856, water op de plantjes. ,1
857, en dan plukt de dokter een [/] een bloemetje. ,1
858, <en die geeft> [//] en dan geeft de dokter een bloemetje aan de ,1
859, danseres. ,1
860, en de danseres die stopt hem in haar haar. ,1
861, dat lijkt zo. ,1
862, de piraat heeft een bal in z(ij)n hande(n). ,1
863, hij schopt (he)m in (he)t water. ,1
864, of schopt (he)m de lucht in. ,1
865, dan valt ie [ hij] in (he)t water. ,1
866, <dan gaat> [/] <dan g(aat)> [/] dan gaat ie [ hij] huile(n). ,1
867, dan [/] dan staat daar een ridder. ,1
868, die heeft een net in ze [ zijn] hande(n). ,1
869, en dan krijgt een piraat zo (ee)n streep. ,1
870, een beetje een lach. ,1
871, de (.) ridder die haalt de bal uit de water. ,1
872, en [/] en de piraat heeft de bal weer. ,1
873, en hij heeft weer een lach. ,1
874, <de koning(in)> [/] <de k(oningin)> [/] <de koning(in)> [//] de [/] ,1
875, (..) de koningin <die loo(pt)> [/] die loopt naar een ijsco^boer. ,1
876, z(e) [/] ze koopt daar een ijsje van twee euro. ,1
877, dan loopt ze met (he)t ijsje weg. ,1
878, die geeft ze aan de (.) heks. ,1
879, de heks hee(ft) [//] pakt (he)m &eh in haar hande(n). ,1
880, en die kijkt blij. ,1
881, en ze eet (he)m op. ,1
882, of ze likt eraan. ,1
883, dan gaat de &eh koningin er weer heen. ,1
884, naar de ijscoboer. ,1
885, met twee euro in de hande(n). ,1
886, de indiaan loopt naar de boom toe met [//] waar de appels in ,1
887, zitte(n). ,1
888, <hij wil> [//] hij klimt op de steen. ,1
889, en wil een appel pakke(n). ,1
890, maar dat lukt net niet. ,1
891, hij is te klein. ,1
892, en dan valt ie [ hij] van de steen af. ,1
893, dan komt de cowboy met de ladder dr [ er] aan. ,1
894, en hij klimt <in de boom> [//] &eh op de ladder. ,1
895, en dan pakt ie [ hij] een appel. ,1
896, en die geeft ie [ hij] aan de indiaan. ,1
897, en de indiaan lacht. ,1
898, en dan heeft de indiaan de appel in z(ij)n handen. ,1
899, de indiaan rent naar de boom. ,1
900, hij klimt op een steen om een appel van de boom te pakken. ,1
901, maar hij valt van de steen. ,1
902, en daar komt de cowboy met een ladder. ,1
903, en hij pakt de appel voor de indiaan. ,1
904, en hij geeft (he)m aan de indiaan. ,1
905, en de indiaan is blij met de groene appel. ,1
906, een meisje rent naar de ijsco^bar. ,1
907, en ze koopt een ijsje. ,1
908, ze geeft (he)t ijsje aan de heks. ,1
909, de heks zit er even een tijd naar te kijken. ,1
910, ze neemt er een likje van. ,1
911, en &eh (he)t meisje rent nog (ee)n keer naar (he)t ijscobarretje. ,1
912, en pa(kt) [//] neemt nog een ijsje. ,1
913, de [/] &eh de piraat (.) heeft een voetbal. ,1
914, hij schopt (he)m weg. ,1
915, maar nu ligt ie [ hij] in (he)t water. ,1
916, en de &ehm (.) &ehm ridder staat erbij. ,1
917, en de ridder pakt (he)m. ,1
918, en rent weg. ,1
919, en pakt een &eh +... ,1
920, nee. ,1
922, en hij vist de bal weer uit (he)t water. ,1
923, en nu is de piraat blij dat ie [ hij] z(ij)n bal weer heeft. ,1
924, een meisje heeft een gieter. ,1
925, ze gaat naar de kraan. ,1
926, ze doet water in de gieter. ,1
927, ze geeft de bloemen water. ,1
928, maar daar komt de zuster. ,1
929, ze plukt een bloemetje. ,1
930, en geeft (he)m aan (he)t meisje. ,1
931, en de meisje doet (he)m in (he)t haar. ,1
932, een indiaan ging appels pakken. ,1
933, toen kon die niet dr [ er] bij. ,1
934, toen viel die. ,1
935, kwam de cowboy dr [ er] aan. ,1
936, en die heeft een appel gepakt. ,1
937, toen geeft die (he)m aan de [/] de cowboy [//] (.) nee indiaan. ,1
938, en toen had die indiaan een appel. ,1
939, ik weet niet wat hij wat. ,1
940, ik weet niet hoe hij. ,1
941, hoe dat heet. ,1
942, de prinses (.) wou een ijsje kopen. ,1
943, had die een ijsje. ,1
944, de prinses. ,1
945, geeft die (he)m aan de heks. ,1
946, <de heks> [/] &ehm <de heks> [/] &ehm de heks had (he)m. ,1
947, daar had ie [ hij] een likje van gedaan. ,1
948, en toen ging die een nieuw ijsje kope(n). ,1
949, een piraat ging met de bal. ,1
950, ging die schoppen. ,1
951, is de bal in (he)t water gegaan. ,1
952, toen had ie [ hij] een visnet gepakt. ,1
953, had ie [ hij] (he)m dr [ er] uit gehaald. ,1
954, en toen had ie [ hij] de bal weer terug. ,1
955, ballerina die ging &ehm water (.) pakken voor de bloemetjes. ,1
956, ging die water xxx [///] hebt [ heeft] die water gepakt. ,1
957, heb die bloeme(n) gedaan. ,1
958, kwam de zuster dr [ er] aan. ,1
959, heb [ heeft] dien geplukt. ,1
960, de zuster. ,1
961, en hebt [ heeft] de zuster de ballerina gekr(egen) [//] gegeeft ,1
962, [ gegeven]. ,1
963, toen had die een bloemetje. ,1
964, Kirsten Investigator ,1
965, nee. ,1
966, het meisje loopt met (he)t gieter. ,1
967, ze doet er water in. ,1
968, ze gaat de plantjes laten groeien. ,1
969, &hm de dokter plukt een &eh bloem. ,1
970, en die geeft ze aan dat meisje. ,1
971, meisje doet het in haar haar. ,1
972, piraat <voe(tbalt)> [/] voetbalt. ,1
973, hij [/] hij is op (he)t strand. ,1
974, en hij schopt de bal. ,1
975, hij zit in (he)t water. ,1
976, en hij huilt. ,1
977, de ridder komt er aan. ,1
978, de ridder heeft een net bij zich. ,1
979, hij vangt die bal. ,1
980, de piraat is heel blij. ,1
981, de prinses wil een ijsje kopen. ,1
982,*IN2 wie wil? ,1
983, ze heeft een ijsje. ,1
984, en ze likt eraan. ,1
985, de heks komt eraan. ,1
986, de heks heeft xxx dat ijsje. ,1
987, de heks likt eraan. ,1
988, de prinses koopt nog een ijsje. ,1
989, de indiaan &eh wou een appel. ,1
990, hij kan er niet bij. ,1
991, hij valt uit de boom. ,1
992, de cowboy pak(t) [//] plukt een appel van een boom af. ,1
993, en de ap(pel) [/] appel geeft ie [ hij] aan de indiaan. ,1
994, de indiaan is blij. ,1
995, een indiaan die wijst naar de boom. ,1
996, en hij pakt een appel. ,1
997, en hij staat op een steen. ,1
998, een cowboy komt eraan met een ladder. ,1
999, en die klimt in de boom. ,1
1000, en die pakt een appel. ,1
1001, en die geeft (he)m aan de indiaan. ,1
1002, indiaan is blij. ,1
1003, koningin gaat naar (ee)n ijskraam. ,1
1004, en ze krijgt een ijsje. ,1
1005, en ze geeft (he)m aan een heks. ,1
1006, en de heks ruikt aan (he)t ijsje. ,1
1007, en de heks gaat eraan likken. ,1
1008, en (.) de prins gaat weer naar de ijskraam. ,1
1009, en die koopt voor n euro weer een ijsje. ,1
1010, &eh piraat <die pakt> [//] die heeft een bal. ,1
1011, en hij trapt nu in de lucht. ,1
1012, en hij valt in (he)t water. ,1
1013, en de ridder die wil (he)m met (ee)n schepnet pakke(n). ,1
1014, en de ridder heeft &eh met de schepnet de bal uit (he)t water ,1
1015, gepakt. ,1
1016, en hij is weer blij. ,1
1017, een meisje heeft een gieter in haar hand. ,1
1018, <en ze> [/] en ze maak(t) [//] doet (he)m vol met de kraan. ,1
1019, en giet de plantjes. ,1
1020, een dokter plukt er een plantje uit. ,1
1021, en die geeft (he)m aan (he)t meisje. ,1
1022, en meisje die is blij. ,1
1023, de indiaan loopt naar de boom. ,1
1024, de indiaan plukt appels (.) van de boom. ,1
1025, de indiaan valt. ,1
1026, en de cowboy komt. ,1
1027, de cowboy plukt appels. ,1
1028, de cowboy geeft de appels aan de indiaan. ,1
1029, de indiaan heeft een appel. ,1
1030, de koningin wil een ijsje. ,1
1031, en geeft een centje (.) aan de ijscoman. ,1
1032, de koningin wil een ijsje. ,1
1033, ze geeft een cen^tje aan de ijscoman. ,1
1034, waarom moet de koningin dan betalen? ,1
1035, nou de koningin heeft een ijsje. ,1
1036, <ze loopt gewoon over str(aat)> [//] ze loopt over straat. ,1
1037, en +... ,1
1039, &oei . ,1
1040, volgende. ,1
1041, de koningin geeft het ijsje aan de heks. ,1
1042, weet ik veel. ,1
1043, de heks eet het ijsje op. ,1
1044, de [/] (.) de koningin wil nog een ijsje voor zichzelf. ,1
1045, de boef heeft een bal. ,1
1046, hij speelt op het strand met de bal. ,1
1047, de ridder komt eraan. ,1
1048, en zijn bal ligt in (he)t water. ,1
1049, de ridder heeft een net. ,1
1050, ja. ,1
1051, de ridder pakt de bal eruit met een net. ,1
1052, was het. ,1
1053, de boef heeft zijn bal weer. ,1
1054, balle(rina) [//] de ballerina geeft de bloemetjes water. ,1
1055, zo begint (he)t. ,1
1056, &nah de ballerina pakt water uit de kraan. ,1
1057, nou de ballerina doet de kraan aan. ,1
1058, en giet het water precies in de bloemgieter. ,1
1059, &eh dan is ze aan (he)t gieten. ,1
1060, komt de dokter. ,1
1061, en de dokter plukt een bloem. ,1
1062, en bekijkt (he)m. ,1
1063, (...). ,1
1064, de ballerina krijgt de bloem terug. ,1
1065, ze doet de bloem in haar haar. ,1
1066, <er w(as)> [/] er was e(en)s een [/] <(ee)n meisje> [//] maar &eh ,1
1067, &eh er was e(en)s een meisje. ,1
1068, ze heette &eh (..) Trina? ,1
1069, &okee &eh ze heette Trina. ,1
1070, &eh <ze ging> [/] (..) &eh ze ging de plantjes water geven. ,1
1071, ze pakte een giet(er) [/] gieter. ,1
1072, <&eh dee(d)> [//] &eh &eh liep naar de kraan. ,1
1073, pak(te) [/] &ehm (.) pakte [//] &ehm maakte de traan [//] kraan ,1
1074, open. ,1
1075, <en g(ing)> [/] <en ging> [/] <en ging v(ullen)> [//] en ging de ,1
1076, gieter vulle(n). ,1
1077, toen ging ze &eh plantjes [/] plantjes water geven. ,1
1078, er liep een zuster naast haar. ,1
1079, ze plukte een bloem. ,1
1086, &eh &eh maar toen wou de zuster (he)m toch niet. ,1
1087, ze gaf (he)m aan Trina. ,1
1088, &eh ze [///] Trina dee(d) (he)m in haar haar. ,1
1089, ze dee(d) haar balletkleren aan. ,1
1090, en [/] en [/] en ze was heel blij met die bloem. ,1
1091, e(r) [/] er was eens een piraat. ,1
1092, ging voetballe(n). ,1
1093, hij schopte. ,1
1094, en hij schopte. ,1
1095, hij viel in de zee. ,1
1096, er kwam een ridder. ,1
1097, hij huilde. ,1
1098, en huilde. ,1
1099, &eh de piraat +//. ,1
1100, toen kwam er een ridder. ,1
1102, toen pakte de [///] &eh toen zei de piraat wat er was gebeurd. ,1
1103, de ridder pakte een visnet. ,1
1104, hij probeerde de bal eruit te krijge(n). ,1
1105, hij kreeg hem eruit. ,1
1106, toen [/] toen had de piraat de bal weer. ,1
1107, hij was dolgelukkig. ,1
1108, <er was e(en)s> [/] &eh er was eens een prinses. ,1
1109, ze mocht nooit naar buiten. ,1
1110, maar [/] maar op die dag mocht ze het. ,1
1111, er [///] <ze koopt> [//] ze kocht een ijsje. ,1
1112, ze wist niet hoe zoet (he)t was. ,1
1113, maar ze kocht er toch n. ,1
1114, ze likte. ,1
1115, en slikte. ,1
1116, ze liep &eh over de straat. ,1
1117, toen kwam er een heks. ,1
1124, &eh <toen kreeg de> [//] &eh <toen kreeg ie [ hij]> [//] toen ,1
1125, kreeg de heks (he)t ijsje. ,1
1126, ze likte ook. ,1
1127, en ze likte. ,1
1128, en ze likte. ,1
1129, <ze vond> [//] ze was heel blij. ,1
1130, toen kocht de prinses er nog n. ,1
1131, er was eens een indiaan. ,1
1132, <hij wou> [/] &eh hij wou appels plukke(n). ,1
1133, hij zag een boom. ,1
1134, en hij wou heel veel appels. ,1
1135, ntje was niet rijp. ,1
1136, de andere ook nie(t). ,1
1137, <maar de> [/] maar de k(leinste) [/] kleinste was rijp genoeg. ,1
1138, hij [/] hij [/] hij dee(d) er alles over <om die> [/] om die appel ,1
1139, er uit te krijgen. ,1
1140, hij schoof een steen naar de boom. ,1
1141, <hij pluk(te)> [//] hij wou de appel plukken. ,1
1142, toen [/] toen kwam er een cowboy. ,1
1143, &eh nee. ,1
1144, &eh toen viel de indiaan. ,1
1145, toen kwam er een cowboy. ,1
1146, hij had een ladder bij zich. ,1
1147, de indiaan zei wat ie [ hij] wou. ,1
1148, de [/] &eh de cowboy &eh die dee(d) het met een ladder. ,1
1149, <en had de> [//] en plukte de appel. ,1
1150, toen klom ie [ hij] weer mee naar beneden. ,1
1151, gaf ie [ hij] de appel aan de indiaan. ,1
1152, en toen was de indiaan zo blij. ,1
1153, zo blij. ,1
1154, zo blij. ,1
1155, <en hij> [/] en hij speelde er elke dag mee. ,1
1156, hij at (he)m nie(t) eens op! ,1
1157, (he)t indiaan (.) ziet een boom. ,1
1158, het indiaan (.) &eh stapt op een s(teen) [/] steen. ,1
1159, en hij pakt [//] probeert een appel te pakken. ,1
1160, maar het indiaan valt van (he)t rots af. ,1
1161, het cowboy pakt een ladder. ,1
1162, en hij pakt de appel voor het indiaan. ,1
1163, en de cowboy geeft het appel dan aan de indiaan. ,1
1164, de indiaan is blij. ,1
1165, (he)t prinsesje gaat naar het kraampje. ,1
1166, het prinsesje koopt een ijsje. ,1
1167, het prinsesje geeft (he)t ijsje naar het heks. ,1
1168, het heks (.) kijkt naar het ijsje. ,1
1169, het heks likt aan (he)t ijsje. ,1
1170, het prinsesje gaat naar <(he)t> [//] de kraampje. ,1
1171, en koopt nog een ijsje. ,1
1172, de piraat heeft een bal. ,1
1173, hij schopt z(ij)n bal. ,1
1174, zijn bal ligt in het water. ,1
1175, en de ridder heeft een net bij zich. ,1
1176, het ridder (..) <moet het net> [//] pakt het bal van het (.) water. ,1
1177, het piraat is blij. ,1
1178, einde. ,1
1179, (he)t prinsesje heeft een gieter. ,1
1180, het prinsesjes open +//. ,1
1181, &eh nee ik bedoel. ,1
1183, en zij doet het gieter onder het kraan. ,1
1184, en (.) ze giet water op <het (..) bloem^en> [//] haar bloemen. ,1
1185, dan plukt het dokter <een> [//] eentje uit de grond. ,1
1186, dan geeft de dokter het bloem naar prinses. ,1
1187, eind(e). ,1
1188, dan doet het prinses haar bloem in haar haar. ,1
1189, dan is de prinses blij. ,1
1190, einde. ,1
1191, &ehm de bannerina [ ballerina] gaat [//] &ehm hebt een gieter in ,1
1192, z(ij)n hand. ,1
1193, &eh gieter <gaat ze vol> [/] gaat ze vol doen. ,1
1194, en ze gaat de <bl(oemen)> [/] bloemen &eh &eh water geven. ,1
1195, en dan <wi(lt)> [/] <wilt> [/] wilt de [/] de dokter de bloemen ,1
1196, plukken. ,1
1197, en de dokter geeft ze aan de ballerina. ,1
1198, en die [/] die bloem doet ze in haar haar. ,1
1199, de kapitein hebt een bal in z(ij)n hand. ,1
1200, de kapitein probeert er mee te schoppen. ,1
1201, hij schopt (h)em in (h)et water. ,1
1202, en de ridder komt eraan. ,1
1203, de ridder <he(bt)> [/] <he(bt)> [/] <hebt> [/] hebt <een &eh> [/] ,1
1204, <een> [/] <een> [/] <een> [/] &eh een visse^vanger in z(ijn) hand. ,1
1205, en <hij> [/] hij vangt de bal. ,1
1206, <en hij> [///] en de piraat hebt z(ij)n bal weer terug. ,1
1207, &ehm &ehm de koningin wilt een ijsje. ,1
1208, ze hebt (he)t ijsje in haar hand. ,1
1209, <de> [/] <de> [/] de koningin <wilt> [/] wilt (he)t ijsje aan de ,1
1210, heks geve(n). ,1
1211, <de heks> [/] de heks hebt het nu in haar handen. ,1
1212, <en ha(ar)> [///] en de heks likt dr [ er] van. ,1
1213, <dan wilt> [/] dan wilt de koningin nog een ijsje. ,1
1214, <de indiaan> [/] de indiaan wijst <aan de> [/] <aan de> [/] aan de ,1
1215, appelboom. ,1
1216, <hij> [/] <hij staat> [/] hij staat <op een> [/] op een &eh vacht. ,1
1217, <hij ga> [///] hij valt van de vacht af. ,1
1218, en de cowboy <pakt> [/] <pakt de> [/] pakt <de abbel [ appel]> [/] ,1
1219, de appel. ,1
1220, <en> [/] en hij geeft (h)et aan de indiaan. ,1
1221, de indiaan is blij. ,1
1222, met de appel. ,1
1223, de cowboy loopt naar een appelboom toe. ,1
1224, de cowboy +//. ,1
1225, nee. ,1
1226, de indiaan bedoel ik. ,1
1227, de indiaan loopt naar een appelboom. ,1
1228, de indiaan die staat op een steen. ,1
1229, en flikkert er bijna af. ,1
1230, en pakt een appel. ,1
1231, en valt er af. ,1
1232, zie! ,1
1233, hij valt dr [ er] af. ,1
1234, en de (.) cowboy die heeft &eh een ladder. ,1
1235, en die zet hem tegen de boom aan. ,1
1236, en pakt een appel. ,1
1237, en geeft hem aan de indiaan. ,1
1238, &=laughs . ,1
1239, de indiaan heeft de appel. ,1
1240, &=laughs . ,1
1241, ja. ,1
1242, &ehm de &ehm koningin die loopt naar de snackbar (.) met ijsjes. ,1
1243, ze (.) komt terug met een ijsje (.) met drie bolletjes. ,1
1244, ze geeft (he)m aan de heks. ,1
1245, de heks <eet (he)m> [//] snuffelt dr [ er] aan met z(ij)n kromme ,1
1246, neus. ,1
1247, en likt (he)m een likje van. ,1
1248, de &eh koningin die loopt weer naar de snackbar met ijsjes. ,1
1249, &=laughs . ,1
1250, die piraat heeft een voetbal. ,1
1251, hij schopt (he)m vlak bij de zee (.) omhoog. ,1
1252, de bal ligt in de zee. ,1
1253, en de ridder komt aanlopen. ,1
1254, en de piraat zit te janken. ,1
1255, de ridder heeft een netje. ,1
1256, en <haalt> [//] vist de bal als &ehm een vis uit de zee met het ,1
1257, netje. ,1
1258, de piraat +/. ,1
1259, &=laughs . ,1
1261, &=laughs . ,1
1262, de ballerina heeft een gieter. ,1
1263, ze &eh drupt (he)m vol <met maar vij(f)> [//] nee met drie ,1
1264, druppeltjes. ,1
1265, hij giet het <over> [/] &ehm over de planten. ,1
1266, en de zuster komt aanlopen. ,1
1267, en die pluktn van de bloemetjes. ,1
1268, en geeft (he)m aan de blallerina [ ballerina]. ,1
1269, &=laughs . ,1
1270, ballerina doet (he)m in haar haar. ,1
1271, dr [ er] was eens <een meisje met een> [//] een balletmeisje met ,1
1272, een gieter in de hand. ,1
1273, ze vulde de gieter met water. ,1
1274, ze gooide de bloemetjes +//. ,1
1275, nee. ,1
1276, <ze sproei(de)> [//] ze gooide het water over de bloemetjes heen. ,1
1277, en de zuster keek toe. ,1
1278, en de zuster plukte de bloemetjes. ,1
1279, en &eh &eh balletmeisje keek er naar. ,1
1280, en de zuster gaf (he)t bloemetje aan (he)t balletmeisje. ,1
1281, en het balletmeisje stopte (he)t bloemetje in haar haar. ,1
1282, einde. ,1
1283, dr [ er] was e(en)s een piraat met een bal. ,1
1284, de piraat schopte tegen de bal. ,1
1285, en de bal ging richting het water. ,1
1286, de bal viel in (he)t water. ,1
1287, en de piraat moest huilen. ,1
1288, en de ridder kwam er aan. ,1
1289, de ridder pakte z(ij)n schepnet. ,1
1290, en de piraat keek al wat minder somber. ,1
1295, <de pi(raat)> [///] ridder pakte de bal uit (he)t water met het ,1
1296, schepnet. ,1
1298, hartelijk bedank meneer &arr . ,1
1299, einde. ,1
1300, de piraat krijgt de bal terug en was weer blij. ,1
1301, en hij leefde nog lang met de bal gelukkig. ,1
1302, einde. ,1
1303, dr [ er] was eens een prinses met een muts. ,1
1304, en &eh metn euro bij de ijskraam. ,1
1305, &eh nee &eh &oh wacht &ho . ,1
1306, de prinses kocht een ijsje +/. ,1
1308, een lekker ijsje met drie bolletjes. ,1
1309, en begon dr [ er] aan te likken. ,1
1316, en de prinses die keek toe. ,1
1317, en <ze at het> [///] de heks at het ijsje helemaal op. ,1
1318, en ze ging een nieuwe halen. ,1
1319, de indiaan wijst naar een appel. ,1
1320, hij wil de appel plukken. ,1
1321, klimt op een steen en komt er net niet bij. ,1
1322, hij valt van de steen af op z(ij)n rug. ,1
1327, de cowboy zet de ladder tegen de boom aan. ,1
1328, en plukt de appel. ,1
1329, en gaf (h)em aan de indiaan. ,1
1333, xxx op de film. ,1
1334, <en de> [/] en de &eh prins leefde nog lang en gelukkig met de ,1
1335, appel. ,1
1336, maar de appel leefde niet meer zo lang gelukkig. ,1
1337, einde. ,1
1338, de indiaan liep over straat. ,1
1339, en opeens zag ie [ hij] een appelboom staan. ,1
1340, en toen wees ie [ hij] naar een appel. ,1
1341, en die wou [ wilde] die pakken. ,1
1342, maar hij kon er net niet bij. ,1
1343, en toen [/] <toen viel &hm> [/] &eh toen [/] &hm toen viel ie ,1
1344, [ hij] prima verder omdat ie [ hij] er niet bij kon. ,1
1345, <en toen> [/] en toen viel die [ hij] van de steen af. ,1
1346, en toen kwam de cow(boy) [/] cowboy. ,1
1347, en die had een ladder bij zich. ,1
1348, en die klimt in de boom. ,1
1349, en die pakt de appel. ,1
1350, en de in(diaan) [//] cowboy geeft dan de appel aan de indiaan. ,1
1351, en dan is de indiaan blij. ,1
1352, prinses ging lopen met geld in de hand. ,1
1353, toen kwam ze opeens langs een [/] &eh een ijscoman. ,1
1354, en toen vroeg ze een ijsje aan de man. ,1
1355, en toen had ze een ijsje. ,1
1356, en toen was ze blij. ,1
1357, en toen liep ze weg. ,1
